herkunftId,bemerkung
155,"Puesen oder Puesnmühle/Busenmühle, [abgekommen] heute im Bereich der Exelau.
Siehe Schiffmann, Bd 1, 169, und Felix Stieve, Der oberösterreichische Bauernaufstand des Jahres 1626, Bd. 2 (1905), S. 181, 182, 192."
150,"Höchstwahrscheinlich identisch mit Ebenwies (siehe Johann Kirchmayr). Vermutlich in Bayern/Passau. Evtl. auch Wiesen (Teil von Hofkirchen/Mühlkreis).

Wies ist auch eine Lage direkt an der Donau in der Schlögener Schlinge!!!! 

Noch ungeklärt! Zu viele Ungereimtheiten! Alle Personen durchsehen und evt. teilen?"
221,"Rechreche der Personen und Katasterpläne ergibt eine Identität mit dem Landstrich See bei Haibach ob der Donau.
Angabe auch bei Schiffmann, Ortsnamen-Lexikon, 402.

Ältere Thesen:
Evtl. das See bei Burglengenfeld (nördlich der Naab bei Schirndorf - Holztransport!), jedoch keinerlei Überenstimmung der Familiennamen! 
Evtl. auch See (bei Seeleithen, Gde. St. Panthaleon, PB Braunau a. Inn, Oberösterreich).
Höchstwahrscheinlich aber See in der Haibacher Pfarre (südöstlich von Haibach beim ""Donaubogen"") - siehe Pfarrmatriken für Aschach (Trauungs- und Sterbebuch 07 - fol. 143v). Oder ""See"" Ortsteil von Ofenstetten! Dort auch Öxlau. 
Gutes Beispiel ist Philipp Windsteiger aus See, der sonst noch aus: von der Mühl, Gaishäusel, Häuseln, von der Ranna, Obermühl und Grafenau - alles Oberösterreich - kommt."
232,"Unklar - siehe auch See (2x), sicherlich alles gleich und wohl See! -> noch vereinheitlichen!"
242,"In den AMP scheint M. lediglich ein Mal auf. Martin ""Jelach"" transportiert 1718 Menschen donauabwärts. In den Matriken von M. (südlich von Augsburg, am Lech gelegen) kann ein Martin Jel(l) ab 1678 zahlreich nachgewiesen werden. Ob diese Person identisch mit Martin Jelach ist, ist aber wegen der Zeit- und Namensdifferenz fraglich.

In den Matriken von Mehring (in Oberbayern) konnte kein Hinweis auf ein Familie Jelach gefunden werden. In den Matriken von Teisendorf (OT Mehring) gibt es zahlreiche Einträge zu einer Familie Irlacher (Jelacher?). Da aber auch hier kein Martin Irlacher/Jelacher identifiziert werden konnte, ist dieser Ort ebenso unwahrscheinlich.

Für Mähring (OT von Strengberg) fehlen die Matriken zwischen 1701 und 1736 bzw. sind durch Brand(?) kaum lesbar."
243,"Heute bei Windorf. Hinweis für Zugehörigkeit zu Passau (http://data.matricula-online.eu/de/oesterreich/oberoesterreich/hartkirchen/405%252F07/?pg=105).

Genauer: Historischer Atlas von Bayern (Passau): https://geschichte.digitale-sammlungen.de/hab/seite/bsb00007670_00733"
249,"evtl. ist hier Grein gmeint?
oder auch: Krün, südlich von Tölz ?"
254,Person kommt auch von der Ranna.
255,Evtl. Wetzberg? Wahrscheinlich im heutigen Bayern.
257,"Mehrere Altenburg: Altenburg (Bezirk Horn), Bad Deutsch-Altenburg"
260,siehe Ranna?
247,Ab 1777 Bayern.
261,"Heute Teil von Linz.
Auch Ebersberg - eindeutig, da die Pfleger König und Piat in den Pfarrmatriken von Ebelsberg zu finden sind!!!"
262,"Bayern, Ober-/Unterbierwang, Landkreis Rosenheim"
263,Evtl. heute Teil von Aidenbach (Bayern) oder auch Teil von Linz.
936,"Genannt nur in Zusammenhang mit einem Franziskanerkloster. Sowohl die Kirche der Franziskaner in Erlau/Eger als auch in Kaschau/Košice waren dem Hl. Antonius geweiht.  Der Ort St. Anton inder Au / Svätý Anton / Szentantal (heute Slowakei) verfügte über kein Franziskanerkloster.
Gemeint sein muss daher in diesem Fall der Ort St. Antoni / Svätý Anton (ungarisch Szentantal) als heutiger Teil des Ortes Bá? in der Slowakei, da dieser als einziger über ein Franziskanerkloster verfügte, im historischen Ungarn und im Einzugsbereich der Donau überaus günstig gelegen war."
269,"Mühldorf am Inn, Salzburg, heute Bayern.
Nur verwnden, wenn es sich um die Kapuziner handelt, oder eine Person, die auch aus nah benachbarten ORten am Inn vorkommt (z.B: Neuötting/Ötting).
Matriken haben leider keine Register - extrem aufwendig!"
271,Heute in Wien-Hütteldorf.
266,"1547-1719 im Besitz der Familie Fugger, Zweig Fugger-Babenhausen; danach an die Reichskartause Buxheim verkauft.
"
276,"Schwarzach (Landkreis Straubing-Bogen) in Niederbayern.
Siehe z.B. die Übereinstimmung bei Wolf Altschäffl Schwarzach und Wolf Altschäffl Deggendorf. Deggendorf liegt in unmittelbarer Nähe zu Schwarzach/Niederbayern.
CAVE: Es gib in unmittelbarer Nähe zwei Schwarzach (eines auch gleich hinter Hegnersberg!), außerdem ein Schwarzach im Einzugsgebeit der Naab, das für manche auch in FRage kommen könnte. Weiters scheint bei einigen Personen auch Schwaz in Tirol nicht ausgeschlossen! Nichmals bearbeiten und evtl. aufteilen!!!!
Siehe auch ""Schwarzbach""!"
935,"Windhaag bei Perg, nicht Windhaag bei Freistadt"
279,Kleinzell im Mühlkreis
280,"CAVE: es gibt ganz viele, darüber hinaus trennen vom NÖ Kirchberg in den KWNB!
Überprüfung anhand der Matrikelbücher oder Familiencluster und Waren nötig!
Nennungen von Pfarrer und Kaplan aus K. in den AMP. Der Ort war bereits seit 1411 Pfarre. Einduetig kann die Person Veit Egger (""Vitus Ökher"") als Bäcker von K. in den Matriken nachgewisen werden. Eine weitere Person, Matthias Windsteiger, scheint auch in allen umliegenden Orten in den AMP auf. Für nicht eindeutig zuordenbare Personen siehe das unbestimme ""Kirchberg"".
"
282,"OT der Gemeinde Thyrnau im niederbayerischen Landkreis Passau. Es ist das einzige Kellberg im Umkreis von Passau bzw. an der Donau oder einem ihrer Zuflüsse, das ein Pfarrort war (Pfarrer aus Kellberg wird in den AMP genannt).
Alle Personen können in den Pfarrmatriken von Kellberg nachgewisen werden!"
933,Tschechisch: Vranov u Brna
273,Nur für sicher Ofen=Buda=Ungarn zuzurechnende Transporte. Siehe auch das unbestimmte Ofen.
612,"OT von Spiegelau????
Oder bei Hauzenberg?
Granit? -> nein - Holzwaren und Obst!
https://books.google.at/books?id=U1lOZUiCavMC&pg=PA849&dq=Kronreuth&hl=de&sa=X&ved=2ahUKEwjXlqvokebrAhUlM-wKHW2lCU4Q6AEwBnoECAkQAg#v=onepage&q=Kronreuth&f=false
Eher OT von Tiefenbach!"
287,"Evtl. Niederösterreich, Pfarre Ottenschlag?"
290,"Griesbach (im Rottal), Bayern, gilt nur für das Kloster St. Salvator! [AS]
"
293,Bayern (genaue Zuordnung?)
297,"alte Bezeichnung von Obernzell, damit zum Hochstift Passau gehörig."
298,"Dies gilt nicht für alle Nennungen von Pfarrkirchen! Man muss jeden Fall genau überprüfen:
Familiennamen Friedwanger und Michael (Michl) können in den Matriken gefunden werden. Auch Transporte, die von Schiffmeistern aus Engelhartszell oder von der Ranna, Wesenufer und Umgebung durchgeführt werden (meist flußaufwärts!), beziehen sich auf dieses P. 
Familie Maßperger jedoch gehört nach Pfarrkirchen (in Bayern)!!!! CAVE! Dementsprechende Matikelbücher zu Rate ziehen!
(Für die Zukunft: Es gibt auch noch ein Pfarrkirchen bei Bad Hall!)."
303,"Evtl. Matt in Innbayern (heute Oberösterreich). [NEIN! AS]

Eindeutige Identifikation mit ""Mahd"" in der Grafschaft Neuburg am Inn/OÖ anhand des Historischen Atlas von Bayern.

Es gibt auch einen Ort ""Siegelmatt"" in der Datenbank, der mit ""Mahd"" und ""Sigl"" zusammenhängen dürfte, da der Schiffmeister ""Thomas Wibmer"" unter allen drei Orten geführt wird."
304,"Heute Teil des Marktes Ortenburg (heute Bayern), vorher Weiler im Landgericht Vilshofen.
Das oö. Aistersheim kommt nicht in Frage, es liegt nicht an der Donau und Reichard Ehrner (aus Aistersham) kommt in den dortigen Matriken nicht vor. Er führt Weinfässer etc. für das bayerische Kloster Aldersbach, Holzwaren und Schindeln, was ebenfalls für Aisterham spricht.
"
308,Berühmte Marmorsteinbrüche.
311,"Ehemals Teil der Pfarre Esternberg im heutigen Innviertel (Oberösterreich). AUf dem Gebeit des heutigen Urschendorf, OT von Esternberg. Im Kataster noch als Ortsname verzeichnet."
312,Heute Oberösterreich (Innviertel)
314,"unklar. Liegt aber, da Flöße von dort kommen, oberhalb von Aschach"
751,"Die beiden Orte O./Donau in Niederösterreich und ""Ort im Innkreis"" können ausgeschlossen werden, da kein Hinweis auf die in den AMP unter O. genannten Personen bzw. Familien gefunden werden konnte. Es dürfte sich um einen Ort im heutigen Oberösterreich handeln. Evtl. den OT von Waldkirchen am Wesen?
Die Familiennamen Lum(m)ersdorf(fer) und Eggersdorfer sind im Mühl- und Innviertel bis heute weit verbreitet. Bei der Variante ""im Orth"" (Eggersdorfer) kann auch nicht ausgeschlossen werden, dass es sich um ""Aschach"" handeln könnte, jedoch wäre diese Form der Benennung für die AMP ungewöhnlich, da zumeist ""alhier"" für den Ort Aschach selbst verwendet wird."
316,"Nördlich von Passau (heute STtadtteil von Passau), seit 1517 bei Bayern. Während des Spanischen Erbfolgekriegs im Besitz des Grafen von Sinzendorf; ab 1715 wieder bei Bayern."
795,Der Ortsname selbst kommt nicht vor.
323,"Entweder Reißing (Oberschneiding), Ortsteil der Gemeinde Oberschneiding, Landkreis Straubing-Bogen, oder
Reißing (Saal an der Donau), Ortsteil der Gemeinde Saal an der Donau, Landkreis Kelheim.
Es gibt in Bayern aber auch zahlreiche Orte: ""Reising""! Das Herzogtum Bayern ist in jedem Fall richtig, eine genaue Zuordnung aber dennoch nicht möglich."
325,"Oberelchingen = Reichsstift Elchingen
Unterelchingen(Pfarrdorf)= Reichsstadt Ulm

Beides zum Schwäbischen Reichskreis gehörig."
327,"Es werden nur Schnecken transportiert, weshalb Endlhausen in Bayern Unfug ist!
Bitte Indelhausen belassen, auch wenn Endlhausen in der Quelle steht. Gilt für alle Schnecken- (selten Hafer-)transporte!
Gut einer (Reichs-)Ritterschaft: Speth-Schülzburg.
"
674,"unklar, ob topografische Bezeichnung: Hochmann von Hochenau, Hochmann de Hochenau"
329,"An der Iller, nördlich von Memmingen (Unterallgäu/Schwaben),
Oberlehensherrschaft hatte zwar das Stift Kempten, ab 1554 jedoch im Besitz der Freiherrn Reichlin von Meldegg (aus Vorarlberg). Oberlehensherrschaft de facto nicht ausgeübt.
Ritterkreis Schwaben.
Nicht mit Fahlheim zu verwechseln. Leider kommen aus beiden Orten Schnecken..."
330,"Herrschaft Aichberg: Ein ehemaliges Schloss in der Ortschaft Aichberg, Gemeinde Waldkirchen am Wesen in Oberösterreich (im Besitz der Grafen Salburg) Siehe auch Altenhof.
Vorort an der Donau ist Wesenufer."
331,"Falls Schneckentransport dann Neuhausen (an der Leibi) bei Neu-Ulm:
Siehe auch http://www.schwaebische-auster.de/geschichte.html.
https://de.wikipedia.org/wiki/Holzheim_(bei_Neu-Ulm)
Für Holztransporte eher im Umfeld von Stadtamhof/Reinhausen.
Siehe das Neuhausem ohne Zusatz.
Zu Neuhausen (Neu Ulm) siehe HAID, Ulm, S. 489f. und den historischen Atlas von Bayern S. 553."
141,Evtl Wiesbichl in Bayern.
333,OT von Künzing.
336,Oberösterreich
647,"Das Adelsprädikat (Pentenriedter) ""von Adelshausen"" leitet sich vom Ort ""Adlhausen"" ab, schreibt sich aber dennoch mit einem ""e"", der Ort jedoch nicht! 
"
339,"Heute Ortsteil der Gemeinde Tapfheim im Landkreis Donau-Ries (Bayern).
Zwar gehörte Tapfheim (liegt nördlich der Donau) zum Herzogtum Pfalz-Neuburg, das südlich der Donau gelegene R. gehörte jedoch zur Markgrafschaft Burgau und damit zu Vorderösterreich: https://www.tapfheim.de/index.php?id=364,112"
570,"Es ist unklar, ob es sich hier um einen Landstrich, die Herrschft oder die Stadt Freistadt in Oberösterreich handelt."
932,"Mehrere Orte dieses Namens. Wahrscheinlich Weitenau im Oberallgäu bei Kempten. Falls das zutrifft, Teil der österreichischen Herrschaft Hohenegg"
580,siehe auch Beschauerin?
346,"Familiennamen der Schiffführer, Ladungen, Transportrichtung etc. lassen auf das Umland von Aschach schließen. Einen diesbezglichen Hinweis liefert auch VANGEROW, Linz, 262, mit Eingrenzung des Gebiets auf die Umgebung (Auengebiet?) um Eferding. Weder SCHIFFMANN, Ortsnamen-Lexikon noch die Josephinische oder die Franziszeische Landesaufnahme (Gebiet um Eferding) zeigen einen Eintrag zu ""Bschauerin""."
910,"Evtl. Burglengenfeld. Siehe Personen ""Kalbeck"".
Ein Englfeldt kommt auch als unidentifizierbarer Ort im Schneiderarchiv vor:
http://www.schneider-archiv.de/index.php?page=orte&action=search&search=Englfeldt&x=0&y=0
Dürfte also im weiteren Einzugsbereich der Kelheimer Brauerei gewesen sein. Was wiederum für eine Verballhornung/Verschreibung von Burglengenfeld spricht.
Kalbeck ist bis heute ein auffindbarer Familienname in Burglengenfeld und Umgebung.
Dann wäre wohl die Zuordnung Pfalz-Neuburg zu wählen. Bis auf Weiteres aber nicht genau identifizierbar."
351,"Ein Ort M. konnte nicht identifiziert werden. Wahrscheinlich ist die aktuelle Benennung ""Mitterdorf"" oder ""Mitterndorf"". Zu M. gibt es nur eine Nennung in den AMP. Die Person, Joseph Binder, kommt mit Spinnhaar. Eine(?) weitere Person gleichen namens lässt Spinnhaar und Rupfen zwischen 1713 und 1740 von unterschiedlichen Schiffmeistern zwischen Lechburck und Passau, München und Laufen transportieren. "
352,Zu St. Illing und St. Gilgen siehe z.B. https://www.gemgilgen.at/srv/img.ashx?id=1637877184 S. 26.
353,"Bei Arnreit, Bezirk Rohrbach (OÖ), evtl. auch bei Regen (Niederbayern).
In den Pfarrmatriken von Altenfelden (Pfarre für Arnreit, Katzenbach nicht klar, zu welcher Pfarre es gehörte) kein Hinweis auf Adam Sieß/Süß etc. Matriken von Katzenbach/Böbrach/Regen nicht einsehbar bzw. nicht klar, welche Pfarre überhaupt zuständig.
Süß transportierte selbst, lässt aber auch viel von ausschließlich Passauer Schiffmeistern transportieren, weslhalb Katzenbach bei Böbrach am Regen wahrscheinlicher ist. Derzeit nicht völlig zu klären."
356,Heute Oberösterreich (Innviertel).
357,Oberösterreich
360,"Viele Möglichkeiten, vor allem in Bayern. Wahrscheinlich Neudeck, Bebensham, bei Wasserburg am Inn."
363,"südlich von Naarn, Perg und Baumgarten am Aist-Mühlbach, nahe dem Nordufer der Donau"
368,Ungarn
371,Ortsteil von Duggendorf.
373,Wahrscheinlich bei Burglengenfeld an der Naab. Pfalz-Neuburg?
374,"Dies nur für die unbestimmten Personen, die nicht eindeutig Marbach (an der Donau) zugeordnet werden können. Immer Matriken bzw. gleichzeitiges Vorkommen in Krummnussbaum, Pöchlarn etc. kontrollieren. Dann zu Marbach (an der Donau).

Zahllose Möglichkeiten in OÖ und Bayern. (Aber eher selten!)
"
382,"Zu Obertaufkirchen gehörig (Wiesreith im Holzland), Landkreis Mühldorf am Inn"
383,"Zahlreiche Orte dieses Namens. Evt kurz für Donauwörth?
Wahrscheinlicher: Wörth an der Isen, Ortsteil von Schwindegg b. Mühldorf/Inn (s. Prickl Andreas v. Mühldorf/Inn). Evtl. auch Wörth an der Donau/Herrschaft im Hochstift Regensburg.
In OÖ kämen in Frage: Wörth/Eferding (dies sicher für Hofer Johann z.B.!) (oder Pupping?), Kurzform von Goldwörth, bei Esternberg (bez. Schärding, dann allerdings historisch zu Bayern). 
Wo möglich trennen und passende neue Orte mit Namenszusatz zur Unterscheidung anlegen!
Weydth, Weidet (?) FALSCH ist ein eigener Ort! durchsehen und trennen!!!!"
385,"Ober- bzw. Unterschaden bei Eferding.

ACHTUNG: Auch alle Angaben von Scharn beziehen sich eindeutig auf Schaden!!!"
386,unklar
387,KG von Steyr. Stift Gleink.
572,Besitzung der Grafen Harrach seit 1723: https://de.wikipedia.org/wiki/Kun%C3%ADn (Kunín).
519,"Bremelau bei Münsingen in Baden-Württemberg, historisch aber zur Reichsabteil Obermarchtal gehörig.
Schneckenzuchtort auf der Schwäbischen Alb."
396,Oberösterreich
397,"Heute Jettingen-Scheppach zwischen Ulm und Augsburg. Bayern.
In der Markgrafschaft Burgau."
398,Banská Bystrica.
399,"Transportiert wird 1718 Haarlinset, also bayerisch-oberösterreichischer Bereich, jedoch keine eindeutige Zuordnung gefunden (Michael Huber als Name sehr unspezifisch).
Es gibt ein Hofleiten am Inn (gegenüber von Rosenheim). Die Bezeichung ""von der Hofleiten"" lässt aber eher auf das nähere Umfeld von Aschach schließen."
400,"Mehrere Orte in Oberösterreich bzw. im historischen Bayern: Weireth (Kallham - Hausruckviertel), Weireth (Steegen - Hausruckviertel), Weireth (Bezirk Schärding - historisch Bayern, heute Oberösterreich/Innviertel)  
Evt. auch Wörth bei Eferding (s. Personen namens Greder)"
401,"Nicht Edenwiesen Gemeinde Diersbach (heute Oberösterreich)! Nur die Familie Kirchmayr genannt, die auch in allen anderen Orten an der Naab vorkommt und zu welcher es Belegstellen in google-booksearch gibt als Fischer und Schiffleute von Ebenwies an der Naab.

Unklare Identität mit ""Wiesen""?"
817,"Evtl. ein Schreib- bzw. Hörfehler des Mautschreibers; 
Georg Wätmansperger kommt u.A. aus Sandbach (und Neuburg)."
402,"Bitte, nicht mit Donauhäusel zusammenlegen (obwohl identisch)! Das wird zu verwirrend!!!
Westlich von Obermühl, ""Einschichte"".
Identisch mit Donauhäusel(n) https://digi.landesbibliothek.at/viewer/image/AC09443188/129/
https://archive.org/stream/jahrbuchdergeol03wiengoog/jahrbuchdergeol03wiengoog_djvu.txt 

https://books.google.at/books?id=rVqlNJ8zoocC&pg=PA92&lpg=PA92&dq=Gaish%C3%A4usel&source=bl&ots=GP_1ulB7Jk&sig=ACfU3U2i1T1_M2TwpV5edhV-o9ym9aKtHA&hl=de&sa=X&ved=2ahUKEwjy2e76-PPjAhXPXRUIHU0RD8QQ6AEwC3oECAYQAQ#v=onepage&q=Gaish%C3%A4usel&f=false = Rally, 1840 S. 78

"
403,Flintsbach am Inn bei Rosenheim.
405,"AS: Da die einzige Person, Joachim Preißing, auch unter Lauingen aufscheint und zu anderen Gelegenheiten identische Güter von Ulmer und Bubesheimer Schiffleuten transportieren lässt, muss es sich um ""Stotzingen"" im Oberamt Ulm handeln!"
582,Eine Vielzahl von Möglichkeiten.
929,"Heute Teil von Feldkirchen an der Donau: https://de.wikipedia.org/wiki/Feldkirchen_an_der_Donau

CAVE = hier hat eine unzulässige Zusammenlegung mit ""Wörth"" stattgefunden. alle Personen/Datensätze zu Wörth durchgehen und trennen.!
Personen können über die MAtriken von Feldkirchen gefunden werden!
Familien Foyrer und Vorholzer bis dato bereits eindeutig identifiziert! Peick Ortsname eindeutig ""Weydet""."
413,"Zwei Möglichkieten: OT von Regenstauf oder von Bad Reichenhall -> Matriken von Bad Reichenhall ergeben keinerkei Treffer zu einer Familie ""Üblacker"", außerdem kommen Üblacker auch im pflaz-neuburgischen Hochdorf vor. D.h. nach dem Ausschlussverfahren muss es der heutige OT von Regenstauf sein. Auch die Holzlieferung passt dazu.
Der Zusatz dient der Unterscheidung von Karlstein (an der Thaya) in den KWNB."
