warenId,ware,ware_quelle,kurzbeschreibung,literatur
177,Schleifsteine,"schleiffstain, schliffstain",,"Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Schleifstein</a>&quot;. "
178,Reis,"reis, reys, ries, reisch",,
5993,Brieftabak,brief tawakh,,
179,Weberrohr,"weber rehr, wober rehr",,
180,Flintenstein,flinten stain,"siehe ""Feuerstein"".",
181,Papier,"pappier, allerhand papier, papüer, allerhand pappier",Schreibstoff aus pflanzlichen Stoffen oder Lumpen.,"Krünitz, ""Papier""."
182,Brot (Ulmer),ulmer:brod,Gewürzschnitten,"Kr&uuml;nitz, Enzyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Ulmer Brot</a>&quot;.<br />"
183,Balsam (Augsburger),augspurger balsam,,
184,Betten mit Leingewand,bötter und darzue gehöriges leingewand,,
185,Binderreifen,"binder raiff, pinder raiff",,
186,"Ringel (golden), Tabakdose, Zahnstierbüchsel (golden)","2 guldene ringl, ain goldenes zahnstier:pixl und towakh dosen",,
187,Tabakdose,"towakh dosen, towakh tosen","Dose zur Aufbewahrung von Rauch- und Schnupftabak, meist aus Metall und kunstvoll gearbeitet. ","Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Tabakdose</a>&quot;. "
188,Viktualien,victualien,Lebensmittel.,"Wikipedia, &quot;Viktualien&quot;."
189,Farbware (fein),feine farb waar,,
190,Stockfisch,"stokhfisch, stoekhvisch",Gedörrter Fisch. Normalerweise ein Dorsch oder Kabeljau. ,"Adelung, &quot;<a href=""http://woerterbuchnetz.de/cgi-bin/WBNetz/wbgui_py?sigle=Adelung&amp;lemid=DS06479"">Stockfisch</a>&quot;. "
191,Apothekerware,"apadecker waar, allerhand apadeckherei waar",,
192,Degenklingen,degen clingen,,"Kr&uuml;nitz, Enzyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Degenklinge</a>&quot;.<br />"
5987,Partisanenklinge,partesan clingen,"Partisane: Stangenwaffe, Hieb- und Stichwaffe",
193,Strümpfe,strimpff,Fuß- und Beinbekleidung.,"Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Strumpf</a>&quot;. "
194,Blech,"blech, blöch, plech, plöch","Walzwerkfertigprodukt, das durch die Bearbeitung verschiedener Metalle (z.B. Eisen, Blei, Messing) zu einer dünn geschlagenen und ausgebreiteten Platte wird. ","Kr&uuml;nitz, Enzyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Blech</a>&quot;; wikipedia, &quot;<a href=""http://de.wikipedia.org/wiki/Blech"">Blech</a>&quot;."
195,Alaun,allaun,"Kristallisiertes Doppelsalz aus Kalium und Aluminium, das zum Färben und Gerben verwendet wird. ",
196,Tee,thee,Getränkepflanze,"<p>Meyer&acute;s Konversationslexikon 15, 628, &quot;Tee&quot;. </p>"
197,Fleisch (geräuchert),gerauchts fleisch,,
198,Florettware,floret waar,,
199,Drogen,"drogen, droghes, drouquen, droquen, droques, droquet, troghe, droghess","Apothekerwaren, Bestandteile für medizinische Produkte/Medikamente, evtl. auch Färbemittel.
Achtung: Siehe Droguett - ident? Siehe Drogen - ident?","Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"" target=""_blank"">Droguereyen</a>&quot;, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"" target=""_blank"">Medicament</a>&quot;."
200,Callemanques,"callemonques, calamanqu, callamank",Französische Bezeichnung für einen Stoff.,
201,Flinten,flinten,Handfeuerwaffen,
202,Leinwand (baumwollen),"paumwohlene leinwath, paumwohl leinwath",,
203,Tressborten,"tresporthen, thress:porten, treß porthen, dressporthen, beschl: guett an treß porthen",,
204,Borten (gut),guete porten,"Borten oder Bordüren sind aus verschiedenen Materialien (Textilien aber auch Gold und Silber) hergestellte, in die Breite gewirkte Schnüre, die Hüte und Kleider einrahmen. Die Fabrikanten der Borten werden Posamentiers oder Bortenwirker genannt. ","Kr&uuml;nitz, Enzyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Borten</a>&quot;. "
205,Werg,"werch, wirch",,
206,Brein,"prein, preün","Hirse.
","<p><a href=""http://books.google.at/books?id=TzrNbDRWzxAC&amp;pg=PA237&amp;dq=prein&amp;hl=de&amp;sa=X&amp;ei=hmQkVNLNEKTRygO0mYCYCg&amp;ved=0CCgQ6AEwAjgU#v=onepage&amp;q=prein&amp;f=false"">http://books.google.at/books?id=TzrNbDRWzxAC&amp;pg=PA237&amp;dq=prein&amp;hl=de&amp;sa=X&amp;ei=hmQkVNLNEKTRygO0mYCYCg&amp;ved=0CCgQ6AEwAjgU#v=onepage&amp;q=prein&amp;f=false</a></p>"
4261,Waschkästen (neu),neue wösch kästen,,
4262,"Grabsteine, Staffel",stäffl und grabstain,,
4263,"Dragée, Früchte",fricht und draghee,,
4264,Wildenten (lebendig),lebendige wildänden,,
4265,Pflastersteine (gemein),gmain pflaster stain,,
207,Hanfkerne,"hanff kern, hanef kern",,
208,Hadern,"hadern, hader palln, hader pallen, centen hader ballen","Lumpen, die zur Herstellung von Papier verwendet werden.
Die Identität von ""Haderballen"", ""Zentner Haderballen [centen hader ballen]"" und ""Ballen Hadern"" [Hs. 142 (1740), pag. 913] ergibt sich eindeutig aus der Mautgebühr von 8 d. pro Ballen. Eine Ausnahme ist eine Angabe aus 1710, in der der Wert in fl. angegeben ist. Da die Mautgebühr 16 d. betrug, muss es sich hier um 2 Ballen gehandelt haben.","Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Hadern</a>&quot;. "
209,Bilderware,bilderwaar,"Unspezifische Bilder (Kupferstiche, Gemälde etc.), die auf den europäischen Märkten gehandelt wurden. ","Kr&uuml;nitz, Enzyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Bild</a>&quot;."
210,Perückenhaar,"paruquen haar, baruquen haar, parokhen haar",,
211,Sackuhr,"sakh:uhr, sackh ührl","Taschenuhr.
","Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Sackuhr</a>&quot;. "
213,Hüte,"hieth, huet, hüet",,
214,Handwerksware (Nürnberger),niernberger handwerkhs:waaren,,
215,Rosinen,"rosin, rossin, roßin, roßin weinberl, roßin weinpär, rosin weinpör",,"Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Rosine</a>&quot;. "
216,Äpfel,"öpfl, öpferl, öpfel, pomern [?]",,
217,Quecksilber,quekhsilber,Argentum vivum,"Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Quecksilber</a>&quot;; Wikipedia, &quot;<a href=""http://de.wikipedia.org/wiki/Quecksilber"">Quecksilber</a>&quot;. "
218,Eisendraht,eisen tratt,"Die Nürnberger beherrschten den Eisendrahthandel, da sie dessen schwierige Herstellung durch die Erfindung einer speziellen Drahtmühle revolutionieren konnten.","Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Draht</a>&quot;.<br />"
219,Erde (rot),"rothe erden, rode erden, bolus oder rothe erden",Siehe Bolus!,
220,Lachs,"lax, lax fisch",,
221,Federkiel,"feder kiell, feder küell","ist der feste und hohle Teil der Feder, der zum Schreiben verwendet werden kann.
","Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Federkiel</a>&quot;."
222,Laberdan,"lapertan, lap, laperthan, lapperton, laperton, laperthon, laperten, leppartan",Eingesalzener Kabeljau.,"Kr&uuml;nitz, Encyklop&auml;die, &quot;Labberdan&quot;."
223,Tuch (englisch),engl. tuech,,
224,Farbe (grün),griene farb,"wird beispielsweise aus dem Grünspan, dem Schüttgrün, dem Blasen- oder Saftgrün, dem Kupfervitriol oder einer Mischung aus Blau und Gelb hergestellt.","Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Gr&uuml;n</a>&quot;."
225,Wollstrümpfe,wohlene strimpff,,
226,Pfennwertware,"pfenwerthwaar, pfeningwaar, pfening wahr, pfenwarth",,
227,Rieböl,"rieböhl, rüeböhl",Rapsöl,
228,"Lammfelle, Schaffelle",schaff: et lampfehl,,
229,"Käse, Würste",würst und kääs,,
230,"Leinwand, Zwillich",leinwath und zwilch,,
231,Schildkrötenschalen,schildkrattn schallen,,"Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Schildkr&ouml;tenschale</a>&quot;."
233,Farbe (blau),"blaue farb, plobe farbe",Farbe auf Basis von Waid oder Kobalt,"Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"" target=""_blank"">Blaue Farbe aus dem Gew&auml;chsreiche</a>&quot;, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"" target=""_blank"">Blaue Farbe aus dem Mineralreiche</a>&quot;."
234,Wein (Burgunder),burgunder wein,,
235,Rupfen (weiß),weisse rupfen,,
236,Holzware,"holzwaar, allerhand holzwaar, allerhand holzwaarn",,
237,Wein (Tiroler),tyroller wein,,
238,Käse (Parmesan),pärmäsän kääs,,
239,Zaunholz,zaunholz,,
240,Bilder,bilder,,
241,Schaffelle (gearbeitet),gearb. schaffehl,,
242,Bockhäute,pokh:heith,"B. wurden aufgrund des daraus gewonnenen, haltbaren und geschmeidigen Leders geschätzt, das man z. B. zu Handschuhen und Pergament verarbeiten konnte.",
243,Gamshäute,gämbsheit,"siehe ""Gamsfell"".",
244,"Kurzware, Öl",öhl und kurzwaar,,
245,Geißenhäute,gaisheit,"Siehe ""Bockhäute"".",
246,Öl (gemein),"gmains öhl, allerhand gmains öhl",,
247,Kurzware,kurze waar,"Kleine Gegenstände zum Nähen, z.B. Zwirn, Nadel.",
248,Schiffgeschirr,"schiffgschier, schöffgschier, scheffgschier, schöffgier",,
249,Gesänger,"gesänger, gsänger",möglicherweise ein Gebets- und/oder Gesangsbuch.,"<p><a href=""http://books.google.at/books?id=8BtFAAAAcAAJ&amp;printsec=frontcover&amp;dq=ges%C3%A4nger&amp;hl=de&amp;sa=X&amp;ei=vjvoU42hJcPHOeLUgMAB&amp;ved=0CDsQ6AEwBw#v=onepage&amp;q=ges%C3%A4nger&amp;f=false"">http://books.google.at/books?id=8BtFAAAAcAAJ&amp;printsec=frontcover&amp;dq=ges%C3%A4nger&amp;hl=de&amp;sa=X&amp;ei=vjvoU42hJcPHOeLUgMAB&amp;ved=0CDsQ6AEwBw#v=onepage&amp;q=ges%C3%A4nger&amp;f=false</a></p><p>&nbsp;</p>"
250,Samt,"samet, sammet","Velours, Textilgewebe.","Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Sammet</a>&quot;. Heiden, Handwörterbuch, ""Sammet"", 452-454."
251,Papierware,papier waar,,
252,Hausmobilien,"haus mobilien, allerhand haus mobilien",,
253,Taufelholz,"taufl holz, bindt- oder tauffl holz",Daubenholz (Fassdauben),
254,Rupfen (braun),braune rupfen,,
255,Kalk,"kalch, kolch",Durch Brennen aus Kalkstein gewonnener Baustoff.,"Wikipedia, &quot;Kalk&quot;."
256,"Schreibtaferl, Tischtaferl",disch und schreibtäferl,,
257,Pästal,"pästierl, pastierl, pastarll, pästidl",Pfosten oder Zaunpfahl.,"<p>Gustav Winter (Hg.), Nieder&ouml;sterreichische Weist&uuml;mer. Teil 4:  Nachtr&auml;ge und Register (&Ouml;sterreichische Weist&uuml;mer 11). Wien &ndash; Leipzig  1913, S. 614 (Glossar).&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </p><p>&nbsp;<a href=""http://rat.imareal.oeaw.ac.at/glossar-no-weistumer/pastal"">http://rat.imareal.oeaw.ac.at/glossar-no-weistumer/pastal</a></p>"
258,Watten,"watten, watta",,
259,Hadern (alt),alt hadern,,
260,Sessel (Passauer),passauer sessl,,
261,Bodenladen,"poden laden, potten ladten","Laden: ein langes, nicht sehr breites Stück Holz, das in der Sägemühle von einem geschälten Baum geschnitten wird. Ein ebenso langes, aber noch dünners Holzbrett nennt sich Latte. Diese Läden werden zur Verkleidung des Bodens (= Bodenladen) oder der Seitenwände eines Gebäudes, aber auch eines Schiffes genutzt.","<p>http://books.google.at/books?id=-dtIAAAAcAAJ&amp;pg=PA189&amp;dq=pfostenladen&amp;hl=de&amp;sa=X&amp;ei=UjTGU8e1MMXTygOInYDgBQ&amp;ved=0CEEQ6AEwBg#v=onepage&amp;q=pfostenladen&amp;f=false</p><p>&nbsp;</p><p>&nbsp;<a href=""http://books.google.at/books?id=9ZZCAAAAcAAJ&amp;pg=PA161&amp;dq=bodenladen&amp;hl=de&amp;sa=X&amp;ei=FDLGU5idBomAywP0uoKABQ&amp;ved=0CB0Q6AEwAA#v=onepage&amp;q=bodenladen&amp;f=false"" target=""_blank"">http://books.google.at/books?id=9ZZCAAAAcAAJ&amp;pg=PA161&amp;dq=bodenladen&amp;hl=de&amp;sa=X&amp;ei=FDLGU5idBomAywP0uoKABQ&amp;ved=0CB0Q6AEwAA#v=onepage&amp;q=bodenladen&amp;f=false</a></p>"
262,Laden (gemein),"gmain laden, gmaine ländl, gmain loden",,
263,Seidentüchel,"seiden tiechl, seiden diechl",,
264,"Äpfel, Kirschenwasser",äpfl und kürschen wasser,,
265,unbekannt,"unwißent waß darinnen, unbekantes gueth",,
266,Anchovis (Sardellen),"anchiade, anchiode","Anchovis / Anschovis / Anchois sind andere Bezeichnungen für die europäische Sardelle, die auf verschiedene Weise eingelegt und eingesalzen wird, um sie haltbar zu machen. In unterschiedlichen Formen ist sie sowohl in der skandinavischen, als auch in der süd- und mitteleuropäischen Küche beheimatet.","<p>Schedel, 1814, S. 42, &quot;<a href=""http://books.google.at/books?id=44g7AAAAcAAJ&amp;pg=PA35&amp;lpg=PA35&amp;dq=anchiode&amp;source=bl&amp;ots=7b_Rem7x-p&amp;sig=JZJRAoUy-aYH1QJMlfsTb5mBmXc&amp;hl=de&amp;sa=X&amp;ei=wV3zUu7nGaWm4ATwqIGoAw&amp;ved=0CFwQ6AEwBg#v=onepage&amp;q=anchiode&amp;f=false"">Anschovis</a>&quot;; Wikipedia, &quot;<a href=""http://de.wikipedia.org/wiki/Anchovis"">Anchovis</a>&quot;</p>"
267,"Schreibtaferl, Tischplättel",dischblätl und schreibdäferl,,
268,Dragée,"draghee, traghee, tragerei, troghee, traghee, trage, droghes","Mit Zucker überzogene Kümmel- und Aniskörner, sowie Mandeln, Pistacien, etc.
Siehe Drogerie, Drogen etc.","Kr&uuml;nitz, Enzyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Dragee</a>&quot;. "
269,Capizol,"capizohl, capizoll, kapizoll, capicol",Textilie,<p>http://books.google.at/books?id=D8opAAAAYAAJ&amp;pg=PA222&amp;dq=capizol&amp;hl=de&amp;sa=X&amp;ei=csDMU6-EBcuBywOciILwAw&amp;ved=0CCwQ6AEwAg#v=onepage&amp;q=capizol&amp;f=false</p><p>&nbsp;</p><p>&nbsp;http://books.google.at/books?id=DIQ7AQAAMAAJ&amp;q=capizol+stoff&amp;dq=capizol+stoff&amp;hl=de&amp;sa=X&amp;ei=g8HMU96CLOi8ygPLyYKYAw&amp;ved=0CCgQ6AEwAA</p>
270,Krämerei (Nürnberger),niernberger crammerei,,
271,Spalier,"spallier, spällier, spallüer","Halbleinenes, ledernes oder halbseidenes Gewebe, das als Ersatz für Tapeten verwendet wird.
","<p>Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Spallier</a>&quot;; Mittelhochdeutsches W&ouml;rterbuch von Benecke, M&uuml;ller, Zarncke, &quot;<a href=""http://woerterbuchnetz.de/cgi-bin/WBNetz/wbgui_py?sigle=BMZ&amp;lemid=BS04688"">Spalier</a>&quot;;&nbsp;&nbsp;Mittelhochdeutsches Handw&ouml;rterbuch von Matthias Lexer,&nbsp;&quot;<a href=""http://woerterbuchnetz.de/cgi-bin/WBNetz/wbgui_py?sigle=Lexer&amp;lemid=LS05978"">Spalier</a>&quot;; Deutsches W&ouml;rterbuch von Jacob und Wilhelm Grimm, &quot;<a href=""http://woerterbuchnetz.de/cgi-bin/WBNetz/wbgui_py?sigle=DWB&amp;lemid=GS32383"">Spalier</a>&quot;.</p><p>&nbsp;</p>"
6074,"Tabakdose (aus Schildkröte, mit Goldeinlage)",mit gold eingelegte towakh dosen,,
272,Zeug,zeug,,
273,Bein (geraspelt),"geraspeltes pain, geraschbeltes bayn
","wird entweder aus ganzen Elfenbeinstücken hergestellt, oder als Nebenprodukt der Elfenbeinverarbeitung weiterverwendet. Es wird entweder direkt in der Medizin und Pharmazie eingesetzt, oder zu einem Salz oder Spiritus weiterverarbeitet.","Kr&uuml;nitz, Enzyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Elfenbein</a>&quot;"
274,Furnierspäne,"farnier:spänn, farnier spänn, farmer spänn, fonierspänn, farnier spän, fanier spähn","Holzabfälle, die für verschiedene Bereiche weiterverwendet werden.",&lt;p&gt;&lt;a  xhref=&quot;http://books.google.at/books?id=SZs2AQAAIAAJ&amp;amp;q=furniersp%C3%A4ne&amp;amp;dq=furniersp%C3%A4ne&amp;amp;hl=de&amp;amp;sa=X&amp;amp;ei=2PA7VIiaCuniywP35ICYCg&amp;amp;ved=0CD0Q6AEwBg&quot;&gt;http://books.google.at/books?id=SZs2AQAAIAAJ&amp;amp;q=furniersp%C3%A4ne&amp;amp;dq=furniersp%C3%A4ne&amp;amp;hl=de&amp;amp;sa=X&amp;amp;ei=2PA7VIiaCuniywP35ICYCg&amp;amp;ved=0CD0Q6AEwBg&lt;/a&gt;&lt;/p&gt;&lt;p&gt;544&amp;nbsp;&lt;/p&gt;
275,Seidenware (mit Silber),"seiden:waar mit silber, seiden mit silber gemengte waar, seiden waar mit silber vermengt, seiden waar mit etwas silber vermengt",,
276,Heu,"heu, hey",Getrocknetes Gras als Viehfutter.,"Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">2. Heu</a>&quot;. "
6728,"Federn, Tuch",tuech und fodern,,
277,"Kalbfelle, Schaffelle",kalb: und schaffehl,,
278,Metridat,"metritat, medritat",Mithridat: Universalheilmittel und Gegengift.,"<p>Wikipedia, &quot;<a href=""http://de.wikipedia.org/wiki/Mithridat"">Mithridat</a>&quot;.</p>"
279,Ware (geistlich),geistl: waar,,
280,Rosse,"ross, schöffrosse",,
281,Kinderlehrbilder,kinder lehr bilder,,
282,Barchent,"barchet, parchet, barchat","Barchet, ein Mischgewebe aus Leinen und Baumwolle, das vor allem für die Herstellung von Unterkleidern, Futterstoffen und Matrazzen eingesetzt wurde.","<p>Kr&uuml;nitz, Enzyklop&auml;die, &quot;<a href=""http://kruenitz1.uni-trier.de/cgi-bin/getKRSearchText.tcl?sexp=barchent+mode=0+start=0+loc=+from=+til=+sa=0"">Barchent</a>&quot;; Wikipedia, &quot;<a href=""http://de.wikipedia.org/wiki/Barchent"">Barchent</a>&quot;</p>"
283,Metall,"mettall, mettal, mettol",,
284,Medikamente,medicamenten,Arzneien,"Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Medicament</a>&quot;."
285,Zahnpulver,zahn:bulfer,,
286,Schauerbalsam,schaur balsam,Heilmittel aus Augsburg,
287,"Bückling, Käse",kääs und bikhling,Wahrscheinlich ist hier der Fisch (geräucherter Hering) gemeint.,
288,"Bilder, Rahmen",bilder und rämbl,,
289,Gamsfleisch,"gämbs fleisch, gaimbs fleisch",,
291,Rosshaar,"rosshaare, rosshaar",Pferdehaar,"Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Pferdehaar</a>&quot;."
292,Weinfässer (leer),lähre wein:vass,,
293,Pferd/Pferde,"pferd, pferde, pfertte, rosse, officiers pferd [Zuordnung Person: Offiziere]",,
294,"Draht, Messing",mössing und dratt,,
295,Latten,latten,Stange aus Holz.,"Kr&uuml;nitz, Encyklop&auml;die, &quot;Latte&quot;."
296,"Holzrahmen, Kruzifixbilder","crucifix bilder und hilzerne ramen, holzwaar an crucifix bildern und ramen",,
297,Sachen (geistlich),geistl: sachen,,
298,Pflastersteine,pflasterstain,Steinbelag für Fußböden.,"Kr&uuml;nitz, Encyklop&auml;die, <a href=""http://www.kruenitz1.uni-trier.de/"">Pflasterstein</a>&quot;. "
299,"Kruzifixbilder, Rahmen",crucifixbilder und ramen,,
300,Obst (grün),griens obbst,,
301,Glätte,gleth,Bleioxid. Verwendet zum Glasieren von Töpfereiwaren.,"Krünitz, ""Blei=Glätte"""
8599,Sägeblatt (klein),klaine saagplätl,,
302,Band,"band, allerhand pand",,
303,Harrasstrümpfe,"harras strimpf, harr: strimpf",,
305,Kupferwasser,"kupfer:wasser, khupfer waßer","Siehe Vitriol: kupferhaltiges Wasser aus Kupferstein. Verwendung als Färbe- und Konservierungsmittel, zum Beizen und Imprägnieren.","Krünitz, ""Vitriole""."
306,Mineralien,mineralien,,
307,Erdengeschirr (weiß),weiss erden gschier,,
308,Fraueneis,fraun eiß,"Auch Frauenglas. Gipsspat, Selenit. Herkunft Russland (Sibirien).","Meyers Konversationslexikon, 1888, eLexikon, &quot;<a href=""http://www.peter-hug.ch/lexikon/Fraueneis"">Fraueneis</a>&quot;. Krünitz, ""Marien=Glas""."
309,Bein (gebrannt),gebrents pain,,
310,Camelot,"cameloth, camtot","Camlot/Kamlot ist ein Stoff aus Kamel- oder Ziegehaaren, meist auch zur Hälfte mit Seide durchmischt.","Kr&uuml;nitz, Enzyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Camelot</a>&quot;."
311,Stiefel,stiffl,,
312,Wachs (weiß),weiss wax,,
313,Sensen,"sengsten, sängsten, senngsen","Werkzeug zum Mähen von Getreide, Gras und anderen Futtergewächsen, das aus einem eisernen, geschmiedeten Blatt und einem hölzernen Stiel besteht.","Meyer&acute;s Konversationslexikon, Band 14, S. 868, &quot;Sense&quot;."
314,Strohmesser,stromesser,Messer zum Strohschneiden.,"Deutsches W&ouml;rterbuch von Jacob und Wilhelm Grimm, &quot;<a href=""http://woerterbuchnetz.de/cgi-bin/WBNetz/wbgui_py?sigle=DWB&amp;lemid=GS52535"">Strohmesser</a>&quot;. "
315,Geschmeide,"gschmeid, gschmeidt, gsch.",,
316,Zwirn,"zwiermb, zwiern",,
317,Leuchter (gläsern),gläserne leichter,,
318,Messer,mösser,,
319,Messing,mössing,Kupfer-Zink-Legierung,"Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Messing</a>&quot;. "
320,Ledererlohe,"leederer:loo, lederloo, loo, lederer lach",,
321,Wein (Neckar),"negger wein, neger wein, nekher wein",,
322,"Mandeln, Weinbeeren, Zibeben","weinpörl, mandl und ziweben",,
323,Gangfischel,"gang fischl, gang visch, gang fisch",Süßwasserfisch (Felchenart),"Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Gangfisch</a>&quot;."
324,Fuchsbälge,"fux:bälkh, fux pälckh","Haut und Fell der Füchse, siehe ebenda.
","Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Fuchsbalg</a>&quot;. <br />"
325,Schurwolle,"scherwohl, scheerwohl",,"Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Schurwolle</a>&quot;. "
326,Schindeln,schindl,,
327,Palmzweige,"palm zweig, pallm zweig, pelzzweig","Zweige des Weidenbaumes, die am Palmsonntag geweiht werden.","Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Palmzweig</a>&quot;."
