personenId,bemerkung
1185,"Wahrscheinlich der Verleger und Kartograph Matthias/Matthäus Seutter aus Augsburg. Paisey, Buchdrucker, S. 243 (Matthäus Seutter).
Siehe auch: https://www.wissner.com/stadtlexikon-augsburg/artikel/stadtlexikon/seutter/5432; Gier, Buchdruck und Verlagswesen in Augsburg, 492.

Für alle ""Seutter""/""Saidter"" gilt, dass man die Namen nochmals genau durchsehen muss, da es in Augsburg neben der Drucker- und Künstlerfamilie ""Seutter"" auch eine Patrizierfamilie ""Seida"" gegeben hat.

Siehe: https://www.wissner.com/stadtlexikon-augsburg/aufsaetze-zur-stadtgeschichte/vom-augsburger-religionsfrieden-bis-zum-ende-der-reichsfreiheit"
4559,"Capuciner zu Wienn, P. P. Capuciner bey S. Ulrich in Wienn, P. P. Capuciner in Neymarkh zu Wienn"
11923,"Auch genannt: Lemle Moses Rheinganum (1666-1724).
Literatur:http://www.geni.com/people/Lemle-Rheinganum/6000000014558113257;
Bernhard Wachstein, Die Inschriften des Alten Judenfriedhofes in Wien 2, S. 197.


"
12095,"Lesung unsicher: ""Traurführer"" [?]"
4664,Lesung auch Franz Gabriel von Repenburg
1774,"Auch ""Andreas""."
3743,"Auch ""Andreas""."
11413,Familienname: Teibler? Quelle: Tribler.
5721,Miguel José de Bournonville
11147,Lesung Familienname unsicher
12094,unklar ob es sich um eine Person oder um eine Institution handelt
12110,"Herkunft unsicher. Quelle: ""Pamaiß"". 
Herkunft passt, da Bodenmais einer der wichtigsten Vitriol- und Kupferwasserproduzenten im 18. Jahrhundert in Bayern war und diese die Exportartikel auch von Jakob Miller waren. "
12136,"Lesung Nachname unsicher: Koller, Heller, Neller?"
12149,"Gipslieferung 1727, während des Neubaus des Klosters 1721-1739/40 (Benediktiner).
https://de.wikipedia.org/wiki/Abtei_Rajhrad
Ivan STARHA, Art. Raigern, in: Böhmen und Mähren, hg. von Joachim BAHLCKE–Winfried EBERHARD–Miloslav POLÍVKA (Handbuch der Historischen Stätten = Kröners Taschenausgabe 329, Stuttgart 1998) 507f."
12166,"unklar ob ""von Schlögl"" Nachname oder Herkunft"
12300,Lesung Nachname unklar
10861,Jean Strötter ist vermutlich ident mit Johann Strotter und Johann Stötter (Buchhändler ?)
12398,Gesandter in der Schweinz
12580,"Evtl. Regiment des Don Gaspar Fernández de Córdova, Bazán y Alagón. Siehe auch Cordovaisches Kürassierregiment und Graf Corduaisches Kürassierregiment"
12603,evtl. die Pfarrkirche
13781,bisher: 2x Peter Thurnus von Landsberg (möglicherweise ist Landshaag eine Falscheintragung ?)
12843,"Ortname nicht lesbar. Winzer [?], Wesen(ufer) [?] (da eine gleichnamige Person ebenfalls Schindeln auf einem Fahrzeug aus der Freizell transportieren lässt). Oder in der Nähe von Laufen?"
4493,Freiherr Johann Friedrich von Roth.
475,Siehe Kaspar Rad. Wahrscheinlich gleiche Familie/Firma.
209,"Kern war Bierwirt und Schiffmeister. Er stiftete 1749 das Passauer Waisenhaus. Bei Testamentserstellung verfügte er über ein Vermögen von 109.000 fl. Holger Schulten, Passauer Hausgeschichten (Der Passauer Wolf 3), Passau 1994, S. 7f. Franz Xaver Zacher, 200 Jahre Waisenstift Passau 1751-1951, Passau 1951.

Sein Epitaph ist als ""Oberzeller Rosenkranz"" bekannt: https://commons.wikimedia.org/wiki/File:Epitaph_Lukas_Kern_05.jpg#/media/Datei:Epitaph_Lukas_Kern_05.jpg

Geb. am 15. Oktober 1681 in Obernzell, Eintrag im Taufbuch von Obernzell: http://data.matricula-online.eu/de/deutschland/passau/obernzell/004/?pg=107"
640,"Die Zuordnung zu ""Neuhaus an der Donau"" ergibt sich durch seine Dienste für die Grafen Sprinzenstein-Neuhaus."
12931,"Unklar ob ""Abbate"" ein Vorname oder die ital. Bezeichnung für ""Abbé"" als einen Weltgeistlichen oder ""Abt"" sein soll."
12954,Papierfabrikant: http://reliures.bnf.fr/ark:/12148/cdt9x14rt/
12963,Lesung der zugeordneten Person unsicher.
12968,"""dem kayl. minz ambt nach Schlössing gehörig"" (eiserne Gewichte).
Sitz des Münzamtes war Breslau."
12972,"Auch ""Andreas""."
12994,Wahrscheinlich Johann Martin Edler von Hocke.
1865,"Vorname alternativ: Korbinian.

Zur Flößerfamilie Scheck (""Schöck"") in Aitrach siehe Wilhelm RAPP, Die Illerflösserei, in: Die Illerflösserei. Gesammelte Texte. Ein Beitrag zur Heimatgeschichte und Volkskunde des Illertales, hg. von Anton ZANKER (o.O. o.J.) 217-219, hier 219. Die Pfarrkirche in Aitrach heißt St. Gordian!"
13031,Johann Wilhelm Dietrich Diede zum Fürstenstein (* 1692; † 1736 oder 1737 in Hannover)
13041,Johann Hieronymus Freiherr von und Zum Jungen († 1732)
14347,vermutlich aus dem Raum Tirol (Thiersberg ?)
13112,Lesung Nachname unsicher.
13139,Wahrscheinlich Guido von Starhemberg.
13229,"""Pfefferle"""
13231,Franz Wilderich von Menshengen
9560,"Lesung des Nachnamens unsicher. ""Kuller"", ""Buller"" [?]"
13242,"Wappen der Familie ""Seltzer von Herbisheim"": http://heraldik-wiki.de/index.php?title=Datei:Coat_of_arms_de_fa_Seltzer_von_Herbisheim_01.jpg"
13243,"Siehe auch ""von Tannenberg""."
13262,"Bis 1720 war die Herrschaft Grub im Besitz der Familien Dollinger (auch Tollinger in der Lit.) und Cronpichl, danach kam sie an die Familie Gartner. https://de.wikipedia.org/wiki/Schloss_Grub_(Kirchberg_ob_der_Donau)
Jedoch finden sich ""Dollinger"" mit der Ortsbezeichnung Grub in den AMP auch noch  nach 1720."
29121,"Lesung Nachname unsicher: ""Krieg[?]egg"""
39186,"Vorname Quelle: ""Johann Dom."""
13290,asfsdf
13305,Beim Herkunftsort Linz dürfte es sich um einen Schreibfehler in der Quelle handel. Aglassinger stammte aus dem Erzstift Salzburg.
13313,"Johann Jakob K.
Literatur: Gerhart Kriechbaum, Kriechbaum. Geschichte eines Namens (Bamberg 2011)23f.; Wissgrill, Schauplatz, Bd. 5, ""Kriechbaum"", 293f.
Eigentliche Titelbezeichnung: Niederösterreichischer Regierungs Vizestatthalter.
Ernennung 1705. Gestorben 1728.
Ein Georg Friedrich von Kriechbaum wurde ebenfalls 1705 Vizestatthalter, dieser verstarb bereits 1710."
7290,Vorname auch Matthäus.
13467,Monsieur de Hefener
2671,"Rauscher/Serles, Märkte, Monopole, Manufakturen, 88."
15272,die Herkunftsangabe Reif ist vermutlich ein Schreibfehler des Mautschreibers
13590,wahrscheinlich ein Schreibfehler: richtig: Denzler 
12174,Dominikanerinnenkloster
344,"Zu Scheldberger siehe Schraml, Salinenwesen, 268f."
575,"Bei Schraml, Salinenwesen, 268f., wird ein Matthias Feichtlbauer (Viehbauer) aus Ottensheim genannt. Evtl. ident."
14047,Evtl. Graf Rappach.
5176,"Kaiserlicher (...) Staats= und Stands Calender (...) [1723] (Wien), 243."
9934,"Bürgerliche Händler. Merkantilprotokoll, fol. 606. Siehe ""Martin Raffeseder""."
16136,Der Gefangene wurde zu den Galeeren geschickt.
28055,Georg Friedrich von Kriechbaum.
20080,Familienname unsicher.
2204,"1724 pag. 208, 1725, pag. 926 als Johann Effingerin"
1287,"Herkunft Passau + zeitweise Funktion als Bürgermeister: google books ""Die Bischöfe von Passau und ihre Zeitereignisse..."" Seite 346"
2398,"Von Starhemberg zu Gstöttenau
Starhemberg zu Schaunberg und Gstöttenau"
16176,"""Von Starhemberg zu Gstöttenau"""
16317,Domenico Silvio Passionei
4324,"Alternative Bezeichnung: Herrschaftliches Brauhaus, Passauerisches Brauhaus."
14004,"Unklar, ob die Abkürzung ""F."" einen Vornamen oder ""Frater"" bezeichnet."
4941,"Unklar, ob ""Fleischhacker"" eine Berufsbezeichnung oder einen Nachnamen darstellt."
16553,Maximilian Ulrich Graf von Kaunitz-Rietberg
16554,Ladislav IV. Adam Erdödy
16585,"Ferdinand Ottokar von Starhemberg, 1717 Domherr, 1728 Domdechant in Salzburg"
9126,Zusammen mit Joseph (Pontaleon) Guetrater Verwalter der hochfürstlich-Salzburgischen Messinghandlung. Hochfürstlich=Saltzburgischer Kirchen= und Hof=Calender (...) [1724] o. pag. [Digitalisat 138].
12124,"Nicht völlig klar, ob ""von Lechenau"" Familienname oder Ortsbezeichnung. Da ein Ort nicht identifiziert werden konnte, als Familienname angenommen."
6550,Freiherr Johann Friedrich von Roth.
219,"Die Herkunft der Perlinger aus Hofkirchen (OÖ) ist belegt durch die Eheschließung des Johann Georg, Sohn des Georg, Bürger und Lederer (coriarius) in Hofkirchen im Mühlkreis, Trauungsbuch 1672-1785, S. 116 (Bild 63, 1. Juni 1722): http://icar-us.eu/)."
11398,"Spätestens ab 9. Mai 1721 als ""Witwe"" bezeichnet."
9460,Guiseppe Roberto Solaro Di Breglio: http://www.treccani.it/enciclopedia/giuseppe-roberto-solaro-di-breglio_%28Dizionario-Biografico%29/
12853,"Im ""Handwerksbuch der Salzburger Schopper"" werden die Fahlwickel (Fahlwöckhl oder Falbickhl) Schoppermeister aus Hallein erwähnt (Neweklowsky, Ernst: Die Salzach-Schiffahrt, in: Das Halleiner Heimatbuch, 1954)"
3367,"Josef Ofner, Kunstchronik der Stadt Steyr. Architektur, Bildhauerei und Malerei (Schluß) (Veröffentlichungen des Kulturamtes der Stadt Steyr Heft 31, April 1974) 8-33, 14; http://www.steyr.at/system/web/zusatzseite.aspx?detailonr=219055820"
4415,Tabakhändler auf Schiffen von Hall/Tirol und von Regensburg
17662,nach Aschach ins Quartier kommend
578,"Bürgerlicher Handelsmann. Merkantilprotokoll, fol. 59."
17947,beim Heumarkt
15011,Joachim von Brawe: http://de.wikipedia.org/wiki/Joachim_von_Brawe
13529,Joachim von Brawe: http://de.wikipedia.org/wiki/Joachim_von_Brawe
17956,Joachim von Brawe: http://de.wikipedia.org/wiki/Joachim_von_Brawe
12053,Joachim von Brawe: http://de.wikipedia.org/wiki/Joachim_von_Brawe
1463,"Niederösterreichischer Regimentsrat, Rat der Ministerial-Bancodeputation."
9755,"Vermutlich Thomas Bernhard Graf Künigl (1675-1732), Onkel von Leopold Joseph Graf von Künigl (* 1688)"
15910,vermutlich Leopold Joseph Graf von Künigl (* 1688)
17483,Probst zu Ardagger 
16990,"Leopold Ansgar Graf von Starhemberg (1693-1769), 1723 Domherr in Salzburg, 1730 in Passau, 1747-1750 Domdechant in Salzburg. https://www.sn.at/wiki/Leopold_Ansgar_Graf_von_Starhemberg"
4704,"Zwei Domherren namens von Starhemberg in Salzburg:
ab 1717: Ferdinand Ottokar Anna Graf von Starhemberg (* 1696)
ab 1723: Leopold Ansgar Graf von Starhemberg (1693-1769), ab 1730 auch Domherr in Passau, 1747 Domdechant in Salzburg "
1918,"Ratsbürger, Wachszieher und Lebzelter, Besitzer des Lebzelterhauses, gestor. 1743. Weinkamer, Lebzelter, 25 (""Khreuss""); https://www.sn.at/wiki/Benedikt-St%C3%B6ckl."
10845,"Bedeutender Salzburger Büchsenmacher (* 1669 in Salzburg, + 1754 in Salzburg)  
Gumppenberg, Georg Frhr. v.: Die Salzburger Büchsenmacher des 17. und 18. Jh. und ihre Werke, unter besonderer Berücksichtigung ihrer deutschen und französischen Stichvorlagen, 1984.   
http://www.buergergarde-salzburg.at/AS_Buergergarde_Salzburg/06__1985nnnn_Der_Gardist_Jg_05_10-15_Buechsenmacher_in_Salzburg.pdf"
1447,"In Wien tätiger Büchsenmacher aus einer bekannten Büchsenmacherfamilie in Zell am Wallersee, Salzburg.
Lit.: Gumppenberg, Georg Frhr. v.: Die Salzburger Büchsenmacher des 17. und 18. Jh. und ihre Werke, 1984. 
"
5417,"In Wien tätiger Büchsenmacher aus einer bekannten Büchsenmacherfamilie in Zell am Wallersee, Salzburg.
Lit.: Gumppenberg, Georg Frhr. v.: Die Salzburger Büchsenmacher des 17. und 18. Jh. und ihre Werke, 1984. 
"
13922,Lesung unsicher
18383,"Johann Georg Euseb Gustav Colonna Freiherr von Völs (* 8. Juni 1677, † 19. Februar 1724)"
18449,unsicher ob Wendl ein Vorname oder Nachname
18457,"""H: B: Giovano"" in Quelle"
5111,"Joseph Folch, Fürst (seit 1719) von Cardona, Geheimer Rat, Obersthofmeister der Kaiserin, Präsident des Obersten Rats der Österreichischen Niederlande (https://books.google.at/books?id=pN5OAAAAcAAJ&pg=RA1-PA12&lpg=RA1-PA12&dq=cardona+f%C3%BCrst&source=bl&ots=Q1K-17K45i&sig=FpYZ3_OlF19NUPZL3jdapJ93HpU&hl=de&sa=X&ei=xMwTVeK0Ho_XauatgYAF&ved=0CC4Q6AEwAw#v=onepage&q=cardona%20f%C3%BCrst&f=false)."
9675,"Marschall, Garde-Kapitän, Herzog de Cordova."
5970,"Laut Holger Schulten, Passauer Hausgeschichten (Der Passauer Wolf 3), Passau 1994, S.33, gab es in Passau einen Tuchhändler namens Michael Hofer."
3021,"Aus Passau: Holger Schulten, Passauer Hausgeschichten (Der Passauer Wolf 3), Passau 1994, S.36."
3071,"Ein Nikolaus Drack als Passauer Bürger ist erwähnt bei Holger Schulten, Passauer Hausgeschichten (Der Passauer Wolf 3), Passau 1994, S.52. Glockengießer: Joseph Schöller, Die Bischöfe von Passau und ihre Zeitereignisse (...) (Passau 1844) 241."
15420,Auch Freiherr von Hagen.
1231,"Laut Taufbuch der Pfarre Kirchberg ob der Donau 101/02 (1673-1732), fol. 201 (1721), war F. Kalbenhuber Wirt (""hospes"") und Schiffmeister.

In den Matriken von Kirchberg ob der Donau als ""in der Obern Michl"" verzeichnet. Z.B. bei der Taufe seiner Tochter Maria Elisabeth 1733: https://data.matricula-online.eu/de/oesterreich/oberoesterreich/kirchberg-ob-der-donau/101%252F03/?pg=3
"
14059,"Buchhändler in München. Paisey, Buchdrucker, S. 208."
19559,"""hrn. Barons v. Schmettau jungen herrschaftl. bedienten"". Unklar, ob es sich um die Dienerschaft der Kinder von Schmettaus handelte."
19582,"""in der Hofgasse in Linz"""
3876,"Vorname auch ""Philibert"""
5712,"Es dürfte sich dabei um Graf Claudius Florimund Mercy (1666–1734) handeln. Dieser war nicht nur General, sondern vor allem auch der erste Gouverneur des Banats. (KÜHBERGER, Ansiedlung unter Karl VI., 120.)"
7471,"Georg Plochberger war Fleischhacker in Mistelbach bei Wels: OÖLA, Pfarre Buchkirchen, Taufbuch 07 (1727-1753), Bildnr. B19GGGG07_00007: http://www.data.matricula.info/php/view2.php?ar_id=3670&be_id=2051&ve_id=576705&count="
87,"Aus Regensburg. Vgl. Kurze Geschichte der merkwürdigen Lebensereignisse und Seereisen des verstorbenen Herrn Johann Heinrich Praunsmändel, Bürger und Thorschreibers dahier, Regensburg 1816, S. 4f.
Die Herkunft aus Regensburg ist in den AMP Hs. 90 (17069 147 (9.4.1706) ausdrücklich genannt."
64,"Spezerei- und Materialwarenhändler in Wien. Siehe Mittenzwei, Zwischen gestern und morgen, S. 117; Merkantilprotokoll, fol. 344."
234,"Niederösterreichischer Wechselgerichts Substitutus. Vgl. Johann Christian Lünig, Theatrum Ceremoniale Historico-Politicum, Bd. 2, Leipzig 1720, S. 1576."
224,"Aus Regensburg. Vgl. Paritius, 1723, S. 109. Dort: Schönfelder."
659,"Paritius, 1723, S. 109."
10077,"Paritius, 1723, S. 109."
17265,"Johann Friedrich Barniesky. Paritius, 1723, S. 109."
13845,"Paritius, 1723, S. 109."
927,"Vgl. Paritius (1722) 111 (Riehl); Paritius (1723) 109 (Rühl). Hs 133, pag. 81: ""so der oriental. Compag. gehörig sein solle""."
7010,"Paritius, 1723, S. 109."
665,"Paritius, 1723, S. 109. Dort: Kraher."
701,"Wahrscheinlich aus Regensburg. Paritius, 1723, S. 109; Fischer, Blaue Sensen, 178."
1165,"Jetztlebende Kauffmannschafft, S. 233; Roth, Bd. 2, S. 234."
5818,"Evtl. aus Nürnberg. Siehe Roth, Bd. 2, S. 242."
2388,"Paritius, 1723, S. 109. Dort: Kraher."
4996,"Roth, Bd. 2, S. 243; Die Rechte und Freyheiten der Herren Genannten des grösseren Raths in Nürnberg (Wien/Dresden 1786), 26."
9,"Roth, Bd. 2, S. 243. Supplikation der Nürnberger Kauf- und Handelsleute an den Magistrat der Stadt die heurig Losung betreffend, präsentiert, 1730 Jan. 13, in: Weitere Fortsetzung Der Nürnbergischen Burgerlichen Bedrängnüssen (...) 1731."
19364,"Roth, Bd. 2, S. 243."
71,"Paritius, 1723, S. 109. Dort: Meyerhofer."
15145,"Höfer, Deutsch-französischen Handelsbeziehungen, S. 139 und passim."
4775,"Höfer, Deutsch-französische Handelsbeziehungen, S. 251, dort Mauntz."
972,"Wahrscheinlich aus Regensburg. Vgl. Susanna Rückin, in: Aus Regensburg. Vgl. G[eorg] H[einrich] P[ARITIUS], Kurtz gefaste Nachricht Von allen in denen Ring=Mauren der Stadt Regensburg gelegenen Reichs=Stifftern / Haubt=Kirchen und Clöstern Catholischer Religion […], Regensburg 1723, S. 109; Paritius, Regensburg 1722, S. 112: ""Wittfrauen"" der Kaufleute: ""Susanna Rückin""."
1203,"Aus Regensburg. Die Firma Johann Daniel Hagen & Johann Samuel Preindl ging 1741 bankrott. Vgl. Schönfeld, Wirtschaftsgeschichte der Stadt Regensburg, S. 41."
1518,"Vgl. Schönfeld, Wirtschaftsgeschichte Regensburgs, S. 43, 48-50; Paritius, 1723, S. 109, Paritius 1753, S. 137."
78,"Spezereiwarenhändler aus Regensburg, einer der reichsten Bürger. Siehe Schönfeld, Wirtschaftsgeschichte Regensburgs, S. 47f.; Paritius, 1723, S. 108."
5,"Paritius; Schönfeld, Wirtschaftsgeschichte Regensburgs, S. 51."
75,"Schutzverwandter in Regensburg. Vgl. Schönfeld, Wirtschaftsgeschichte Regensburgs, S. 52."
63,"Aus Regensburg, dort u.a. Bürgermeister und reichster Mann der Stadt. Vgl. Schönfeld, Wirtschaftsgeschichte Regensburgs, S. 57f. Paritius, 1723, S. 108. Porträts: http://www.bildarchivaustria.at/Pages/ImageDetail.aspx?p_iBildID=7639906; http://www.bildarchivaustria.at/Pages/ImageDetail.aspx?p_iBildID=7639912"
1537,"Aus Regensburg. Weitläufige Handelsverbindungen. Schönfeld, Wirtschaftsgeschichte Regensburgs, S. 57f."
19935,Adam und Anton Jäger aus Pressburg; Matthias Aigner stammt aus Wien.
20347,zur Person: https://books.google.at/books?id=8dRZgBhMhFgC&pg=PA36&dq=marquis+de+prie&hl=de&sa=X&ved=0CB4Q6AEwAGoVChMI_cmtt5rJxwIVRVYUCh2AXghA#v=onepage&q=marquis%20de%20prie&f=false
20460,"Es muss sich dabei um Maria Barbara, geb. Gräfin Herberstein handeln. https://de.wikipedia.org/wiki/Wirich_Philipp_von_und_zu_Daun"
17628,"Alternativer Vorname: Estienne.
Paisey, Buchdrucker, S. 28 (Briffaut)."
8358,"bürgerlicher Lebzelter in Salzburg
Urkunde: Salzburg, Domkapitel (831-1802) AUR 1708 V 23
Signatur: AUR 1708 V 23
 http://monasterium.net/mom/AT-HHStA/SbgDK/AUR_1708_V_23.1/charter
sowie RP Salzburg 1720, Seite 423"
8611,"bürgerlicher Lebzelter in Salzburg.
RP Salzburg: 1718: Seite 404,1721: Seiten 132, 176, 211"
1150,"Lamprecht Leopold d. Ä., bürgl. Schiffmeister in Salzburg, 
(* 08.04.1657 in Salzburg, + 17.04.1731 in Salzburg)

dessen Sohn:
Lamprecht Leopold d. J., bürgl. Schiffmeister in Salzburg, 
(* 22.10.1684 in Salzburg, + ca. 1752         in Salzburg)
"
14762,"Lamprecht, Johann Georg, bürgl. Schiffmeister und Bierschenk in Salzburg, 
(* 01.12.1685? in Salzburg, + 26.09.1743 in Salzburg)
Sohn des Leopold Lamprecht d. Ä. (1657-1731) und
Bruder des Leopold Lamprecht d. J. (1684-ca.1752)."
10249,"Alternative Bezeichnung ""Herr Roth"", ""baron de Roth"", ""Mons. Roth""."
3305,Quelle: P. P. Augustiner zu Maria Prun
20824,"Quelle: ""Stifft und Closter Augustinern ordens bey St. Thomas zu Brünn"". 

Die Augustiner waren in St. Thomas in (Alt-)Brünn bereits seit 1347:
https://www.wienerzeitung.at/startseite/wissen/188901_Bewegte-Geschichte-Kloster-St.-Thomas-und-die-Stadt-Bruenn.html"
20956,Nachname in der Literatur auch: Schluderbach.
4719,"Vorname auch: ""Giorgio"", ""Georgio""."
21139,"Vorname: ""Giosephe""."
21202,Maria Anna von Österreich (1683–1754)
20051,"Gipsbrecher am Moosegg bei Kuchl (lt. Hofkammerakte Gipsbauberechtigter und Händler). 
Wilhelm GÜNTHER, Von Ybsbrockern und Ybssamblern zur Ersten Salzburger Gips-Gesellschaft Christian Moldan KG, in: Mitteilungen der Gesellschaft für Salzburger Landeskunde 127 (1987) 5-149, hier 10.
In Hs. 115 (1725), 333, ist die Herkunft Kuchl ausdrücklich genannt."
17551,"Gipsbrecher am Moosegg bei Kuchl (lt. Hofkammerakte Gipsbauberechtigter und Händler). 
Wilhelm GÜNTHER, Von „Ybsbrockern“ und „Ybssamblern“ zur Ersten Salzburger Gipswerks-Gesellschaft Christian Moldan KG, in: Mitteilungen der Gesellschaft für Salzburger Landeskunde 127 (1987) 5-149, hier 10."
3789,Johann Michael Wilhelmseder (1692-1730)
7137,Johann Michael Wilhelmseder (1692-1730)
21532,"Johann Friedrich Graf Lantieri von Paratico (* 1669 † 25. April Dezember 1744). Laufbahn: 19. Mai 1716 Generalfeldwachtmeister, 23. Oktober 1723 Feldmarschalleutnant, 19. März 1735 General der Kavallerie https://de.wikipedia.org/wiki/Liste_der_kaiserlichen_Generale_der_Fr%C3%BChen_Neuzeit/L"
11736,"Ein ""Joanne Josepho Konhauser Cubiculario et Telonario Tittmoningano"" ist Zeuge bei der Trauung von Johann Michael (I) Wilhelmseder mit Maria Cronösterin (1717).
Quelle: Tittmoning, Trauungsbuch.
(Kammerdiener im Schloß ? und Zollbeamter)"
611,"Hofbefreiter Handelsmann.
Kayserl. Ni.Oe. Wechselgerichts Assessor (s. Johann Christian Lünig, Theatrum Ceremoniale Historico-Politicum, Bd. 2, Leipzig 1720, S. 1575); Merkantilprotokoll, fol. 35."
