ladungId,bemerkung
42185,Von der Herrschaft Freistadt zur Herrschaft Aschach.
41211,Von der Herrschaft Neuhaus nach Linz.
41256,Wert der Elefantenzähne: 30 fl.
38669,Lesung Nachname unsicher.
38668,Lesung Nachname unsicher.
38657,Lesung Nachname unsicher.
38587,Zum Verkauf.
39181,Vom Kloster Engelszell - Tochterkloster von Stift Wilhering -  nach Wilhering.
38459,Vorname ergänzt.
38458,Vorname ergänzt.
38433,Der Passbrief umfasste insgesamt 50 Paar Pistolen und 100 Karabiner. 
38372,Als zurückgehendes Gut frei passiert.
38336,Geschenk des Bischofs von Freising an den Prinzen Eugen.
38203,"Nachname Quelle: ""Erkher""."
38103,Firma Quelle: Lamer und Lezl.
13236,Familienname Quelle: Poulli
13251,Der Passbrief umfasst insgesamt 100 Yhrn Wein und 4 Kisten Viktualien.
38069,Transportgut ergänzt.
210063,Steine aus Kleinzell.
13284,"""Capucinern zu Wienn und umbligendten Clöstern""."
38067,Die Rupfen wurden in Aschach gefärbt.
38059,Transportgut ergänzt.
38051,Transportgut ergänzt. Gebühr berechnet.
37973,"""6 emmer wein hier angelegt"""
41278,Aus dem Hofkeller in Bruck an der Leitha in den herrschaftlichen Keller in Aschach.
161257,17 Ohm=51 Eimer
37929,Ware unsicher.
37726,Der Passbrief umfasste insgesamt 8000 Metzen Hafer
37710,"Der Passbrief umfasste insgesamt 20000 Zentner Mehl und auf 40000 Metzen Gerste oder Hafer.
Die 150 oberösterr. Mut entsprechen 565 Regensburger Schaff."
38510,Von der Herrschaft Rannariedl.
37683,Geschenk des Bischofs für das Frauenkloster.
13414,"""per Schöff und kauffmans:guett auch dem Stifft bertolsgaden"""
37427,Gebühr berechnet.
37413,Der Passbrief belief sich auf insgesamt 3000 niederösterreichische Metzen Hafer.
180914,"Transportierte Gut unsicher. Quelle: ""Trage""."
224003,"Der Passbrief umfasste insgesamt 50000 Metzen Hafer und Gerste, wovon 19594 Metzen bereits abgeführt wurden."
13545,"Die Angabe ""Stück"" ist offenbar falsch. Möglich wären Lägel, Ballen, Fässel etc."
13500,"Die bereits donauabwärts vermautete Ware ging zurück, weshalb nur die Hälfte der Mautgebühr fällig war."
245724,Dieser Datensatz wurde nachträglich eingefügt und findet sich auf dem Scan 138_144 hinter der ersten Ladung des A. Gazzinelli.
13532,Hinterlassenschaft Penteriedters von Adelshausen
13570,"""als S.er. hochfürstl. Gnaden zu Passau aignen trunkh"""
34005,Bauwein aus Niederösterreich.
34407,Wein der heurigen Lese.
34425,Quelle: Kein Vorname genannt.
34827,Gebühr berechnet.
34839,"Nachname Quelle: ""Biller""."
13616,"2 Passbriefe, jeweils für 100 Yhrn Wein und 4 Kisten Viktualien."
13617,"2 Passbriefe, jeweils für 100 Yhrn Wein und 4 Kisten Viktualien."
13618,"2 Passbriefe, jeweils für 100 Yhrn Wein und 4 Kisten Viktualien."
143982,"""Seifen"" Quelle: ""raiffen""."
143983,Am Linzer Markt erworben.
144050,Familienname Quelle: Deswemaro.
144111,Vom Ziegelstadel in Aschach.
246212,Dem Churfürsten zu Mainz überschickt.
33995,Von Bruck an der Leitha in den Harrachschen Herrschaftskeller in Aschach.
13658,"Der Wein geht zurück und ist, weil er bereits ""vor etlich Jahrn"" vermautet wurde, mautfrei."
8788,Gebühren für Tuch und Socken (insg. 2 fl.) selbst errechnet.
33942,Vom Verwalter von Landshaag nach Linz geschickt.
33878,den Kranken gehörig
13694,Quelle: Hr. Gundians seel. Wittib
13721,Der Passbrief belief sich auf 110 Yhrn Etschwein und 6 Kisten Birnenquitten.
13728,Für den Klosterbau.
167271,"Transport von Genua [? ""v. Genna""] nach Wien."
13823,"""8 vass Schnekhen, und weillen 4 vass hievon zu Regenspurg an der brukhen völlig getrenkht worden, als sind auf glaubwürdiger attestation die ubrigen allerohrten auch alhier frey passiert worden""."
13878,Gebühren selbst errechnet.
13882,Gebühren selbst errechnet.
13913,Für die St. Josephs-Säule am Hohen Markt in Wien.
13958,"Der Passbrief lautet auf insgesamt 500 Zentner.
""(...) platenkupfer, so als ein imediatè kay. guet außgeführt wird (...)""."
184466,"Nachname Quelle: ""Lindtauer""."
185520,"Herkunft Quelle: ""Haall""."
187705,"Einheit ""Zentner"" ergänzt."
184541,Gebühr berechnet.
184548,Gebühr berechnet.
14128,Der Passbrief lautet auf 3500 Flinten und 150 Paar Pistolen.
14136,Für den Bau des Hochaltars.
14340,"Firma Quelle: ""Luffini et Comp.""."
14413,Der Passbrief lautet auf insgesamt 340 Stück Kürass und 3500 Stück Flinten.
14416,Der Passbrief lautet auf 13 Fass.
14495,Quelle: kein Vorname
14684,Gebühren errechnet.
238030,Transport von Landshaag aus. Es dürfte sich also um Landshaager Wein gehandelt haben.
33699,Jeder Zentner auf 9 Paare gerechnet.
34002,Wein aus Niederösterreich.
14637,Der Passbrief umfasste insgesamt 40 Eimer Wein.
108964,Mautbefreiung wegen Feuerschadens.
14670,Gebühren errechnet.
33668,Gebühr berechnet.
14796,Gebühr errechnet.
14823,Gebühr selbst errechnet. Sie scheint allerdings in der Quelle falsch angegeben zu sein.
14858,Nachname Quelle: Lee Logux (?)
40438,"Der Passbrief umfasste insgesamt 40.000 Metzen Gerste oder Hafer. Im Jahr 1721 musste für diese Lieferung vom Schiffmeister Matthias Viztom (Regensburg) die Mautgebühr von 35 fl. bezahlt werden. Siehe Hs. 108 (1721), pag. 67. Dort ist als Datum der 8. Februar 1719 angegeben."
15008,Zum Verkauf.
15067,Zum Verkauf.
93486,Transport von Aschach aus.
15093,Zuordnung der Person zur Ware unsicher. Evtl. Zuordnung zu Leopold Grad (Aschach).
15181,Nachname Quelle: Schrof.
15229,Geerbte Hausmobilien.
93502,In Niederösterreich verbliebener Wein von 1723.
15447,Die Gebühr bezieht sich auf beide Waren.
15471,Der Passbrief umfasste insgesamt 250 Lägel. Transport über Steyr und Regensburg.
15474,Der Passbrief umfasste insgesamt 250 Lägel. Transport wahrscheinlich ebenfalls nach Holland.
15584,Zum Verkauf.
15585,Zum Verkauf.
15648,Der Passbrief lautet auf insgesamt 100 Eimer.
15674,Die Gebühr für die Degen und Säbel betrug insgesamt 4 Schilling.
15730,Gewicht: 3 Pfund.
15765,Nachname Quelle: Ries
15777,Nachname Quelle: Wader (?)
93737,Von der Herrschaft Helfenberg.
15802,Für den Hochaltar in Kloster Melk.
15935,Familienname Quelle: Neyman
16065,Korrektur in der Quelle: Die Früchte sind in Passau verblieben. Daher keine Abgabe in Aschach.
93728,Von Rannariedl nach Linz.
16247,Für die Befriedung der jesuitischen Gärten in Ottensheim.
16256,Aus der Herrschaft Marsbach als ein jährliches Deputat.
208975,"Nachname Quelle: ""Marquerant""."
113242,Transport von Aschach aus.
113596,Gebühr wie in Linz
105197,An die kaiserlichen Armeen im Reich und in Italien. Der Passbrief umfasst insgesamt 20.000-30.000 Metzen Getreide oder Mehl.
208936,Von der Herrschaft Aschach aus.
16491,Mautzettel ohne Unterschrift
16520,1 Buch à 8 Pfund.
16536,1. Warengruppe: Keine Einheit angegeben. Wahrscheinlich Pfund.
93810,Von St. Peter aus
224048,"Empfänger Quelle: ""kayl. Magazinhaus""."
16773,das Recht ins Ksl. Schiffambt
16868,Jährliche Stiftung.
208990,Von der Herrschaft Marbach aus.
16973,"Der Passbrief belief sich auf insgesamt 67 Ballen, 12 Ries."
16950,Nachname evtl. auch Lochner.
52314,Aus der diesjährigen Ernte um Schönering und Prambachkirchen.
247585,Mautgebühr für das Bier vom Plättel getrennt.
264747,Flöße an Spanföhren.
17122,Nach Kampmillers Gut Langhalsen.
94335,Transport von Landshaag aus.
94681,"Empfänger/Eigentümer des Marmors unklar. Quelle: ""in die Wiennerische Neustatt""."
94953,"Nachname Quelle: ""Penzl""."
17309,Der Passbrief lautet auf insgesamt 64 Stück.
18240,"Der Met befand sich in ""einigen Fässel""."
166182,"Nachname Quelle: ""Brüngüer"" [?]"
17425,"Die Schaufeln gehen zurück, daher mautbefreit."
18187,In das Gut Kampmillers nach Langhalsen.
18225,Der Passbrief umfasste insgesamt 500 Eimer Bier.
17539,Nachname Quelle: Wezl.
17671,"""nach Aggspach in unter öester."""
17726,Zum Bau des Schlosses.
113688,Transport von Linz herauf.
113869,In Quelle steht 30 Pfund
17973,Zum Verkauf.
18002,Gewicht: 15 Pfund.
18183,"Quelle: ""reis und zalt"". Evtl. ""Reis und Zelten""."
113937,Gesamtumfang des Passbriefs 450 Mut. Von der kaiserlichen Herrschaft Ungarisch Altenburg.
18349,"Für den Eisentür-Hof (Berchtesgadener Hof) der Fürstpropstei Berchtesgaden, die vom Kölner Kurfürst Johann Clemens von Bayern administriert wurde. https://de.wikipedia.org/wiki/Liste_der_F%C3%BCrstpr%C3%B6pste_von_Berchtesgaden"
18336,"Person hier: ""Wolf Jacob Chrüstian"""
18455,Zum Bau des St. Josephs-Säule am Hohen Markt in Wien.
18468,Der Passbrief lautet auf insgesamt 18 Fässel Burgunder und Champagner Wein.
18487,"""die im abgewichenen Jahr in unter österr. annoch verblibene wein""."
99270,2000 Stück Flinten samt Zubehör.
18728,"""hievon zalt wie zu Passau"""
18767,Von der vorjährigen Lese.
108949,"Transportgüter: ""Laden (gemein)"" ergänzt. Quelle: ""gmain""."
18799,Wert der Uhren: 36 fl.
19069,Der Passbrief umfasste insgesamt 4000 Stück Zellerladen.
18854,Für den Schlossbau in Dürnkrut.
18924,Zur Reparatur der Kirche.
93125,Geerbte Mobilien ihres Bruders Graf von Tilly.
19341,"Unklar Angaben in der Quelle: ""2 päckl drinen seiden zeug zu Passau 4 kr. alhier 1 kr. 2 d."""
19378,3 Häute
19421,Gesamtgewicht: 3/8 Zentner
19660,"Herkunft: Wien.
Gebühr berechnet. Achtung: Die Gesamtgebühr beträgt 5 Schilling 14 Pfennig und stimmt mit den angegebenen Warenmengen nicht überein. Entweder die Gebühr ist falsch angegeben und muss 3 Schilling 24 Pfennig lauten oder es handelte sich um 26 statt um 13 Stück Leinwand."
121222,"Die Ware war schon vermautet, daher keine Gebühr."
19721,Aus dem ksl. Münzamt an Dallensteiner.
19719,"""zahlt zu Linz 2 fl., alhier auch"""
19780,Der Passbrief umfasste 2700 Flinten nebst Zubehör.
19931,Von der vorjährigen Lese in Niederösterreich.
101163,Der Passbrief umfasste insgesamt 100 Yhrn Wein und 3000 Stück Birnenquitten.
121417,Zum Verkauf. Zuordnung der Person unsicher. Evtl. Graf Salaburg.
121468,"Zusatz ""sel. Erben"" fehlt."
19989,"""zu reparirung einer ruinirten kürchen""."
20081,"""auf hiesigen Jahrmarkht""."
20134,Zum Bau des Klosters.
20310,Zum Mundtrunk der Kaiserinwitwe.
20321,Von der Herrschaft Aichberg zum Verkauf nach Linz.
20356,"Der Passbrief umfasste ingesamt 250 Lägel, von denen bereits 53 Lägel abgeführt wurden. Transport über Steyr und Regensburg nach Holland."
20357,Der Passbrief umfasste insgesamt 250 Lägel. Transport von Steyr über Regensburg nach Holland.
20394,Gesamtgebühr: 12 d.
20470,"Der Passbrief lautete auf 100 Karabiner und 150 Paar Pistolen"". Kein Empfänger angegeben, wahrscheinlich ein Regiment.."
20571,"""v. der herrschafft altenhoff der verwittibten fr. frauen Gräfin v. Salaburg dero halbjähriges trayd Contingent nach Linz so frey""."
20601,In Aschach ausgeschüttet.
21527,"Quelle: ""hey fueder""."
209334,"Nachname Quelle: ""Brummel""."
20697,Von der Herrschaft Rannariedl nach Linz.
20775,"""silber waar an knöpfn"""
20866,Gebühren für Laden und Latten berechnet.
20942,Wert der eichenen Laden ergänzt.
21035,"Gebühren für Zinn und ""mössinge pökh"" selbst aufgeteilt. Zusammen: 20 Pfennig."
196695,"Nachname Quelle: ""Armberger""."
21135,"Mobilien des verstorbenen Domdechanten von Salzburg, Graf von Starhemberg."
21506,"Material zum Bau der Linzer Brücke: ""6 fless an prukhpaumen zur Linzer prukhen gehörig""."
21530,"""mit wenigen Mobilien für den neu aufgenohmenen kellermaister zu Passau gehörig""."
21536,Lesung der Ware unsicher.
103765,Von der Pfarre Alkoven hinauf.
263979,Am Linzer Markt eingekaufte Hausnotdurften.
21573,Der Passbrief umfasste insgesamt 3300 Zentner Mehl inkl. der notwendigen Fässer und Laden.
21625,Zum Verkauf.
21639,Gebühr berechnet.
21803,"""ainiche fenster stain so zur reparirung der hochfürstl. residenz in Passau gehörig""."
111822,Quelle: 1 Pfund 20 Lot Gold- und Silberknöpfe.
21857,Zuordnung zum Fahrzeug unsicher.
21862,"""zur haußnotturfft so frey"""
21864,Zum Bau der St. Josephs-Säule am Hohen Markt in Wien.
21928,Retourtransport eines Teils der 1727 ausgeführten 500 Zentner Neusohler Kupfer.
40587,Lesung unsicher.
22107,Briefe von der Herrschaft Rannariedl.
25219,"Nachname Quelle: ""Desomeyer""."
22162,Der Passbrief lautet auf insgesamt 100 Eimer.
22216,Der Passbrief lief auf insgesamt 400 Mark Silber.
23877,"Nachname Quelle: ""Härtl""."
22431,Die Gebühr bezieht sich auf beide Waren.
22585,Laut Mautgebühr müsste es sich um 54 Klafter Holz handeln.
22469,Die Zuordnung zu dem Schiff ist unsicher.
22514,Zum Verkauf.
40754,Gebühr berechnet.
22572,Von Aschach nach Wien.
22628,Familienname Quelle: Möringer.
22679,Lieferung von Innsbruck nach Wien.
22794,Zum Bau des Hochaltars.
22828,Zum Bau der St. Josephs-Säule am Hohen Markt in Wien.
22863,"Nachname Quelle: ""Sölck""."
37012,Der Passbrief belief sich auf insgesamt 5000 niederösterreichische Metzen Hafer.
209290,"Quelle: ""von des Stögers sein sachen so er jahrlichen bezolt"". Es handelt sich wohl um die Abgeltung mehrerer Lieferungen."
106812,Das Braunbier stammt aus dem Brauhaus des Klosters in Landshaag.
36846,"Wert der Schweine: 1,5 fl. pro Tier."
36816,Das Holz stammt aus der Herrschaft Altenhof.
23208,"Vorname hier nicht angegeben, aber sehr wahrscheinlich."
23209,"Vorname hier nicht angegeben, aber sehr wahrscheinlich."
23210,"Vorname hier nicht angegeben, aber sehr wahrscheinlich."
23360,von Passau aus auf den Linzer Bartholomäi-Markt
23361,20 Juden
23362,20 Juden
36887,"Nachname Quelle: ""Kinderdinger""."
23457,Zur Aufpflasterung des 1727 abgebrannten Schlosses in Steyr.
23536,Gebühr berechnet.
36685,"Keine genaue Mengenangabe außer ""2""."
36611,"Zu dessen Gut in Niederösterreich.

"
23679,"Ware unsicher. Quelle: ""Kreider""."
36452,1 Ohm entspricht 3 Eimer.
40964,Gebühr z.T. berechnet.
42481,In die Herrschaft des Grafen nach Mähren.
23792,Keine Ware angegeben!
23857,"""Zimeroli Martinelli"""
23912,Von der Herrschaft Altenhof.
23904,"""dem closter Degernsee in Bayrn nach dero herrschafft Achleithen in Unter öesterr."""
232063,"Name Quelle: ""Jean Ant. de Alprus""."
36426,"Nachname Quelle: ""Görz""."
238674,"Einheit ""Zentner"" ergänzt."
36304,Der Passbrief umfasste insgesamt 555 Karabiner und 612 Paar Pistolen.
112423,"Nachname Quelle: ""Kübl""."
24030,Für den Klosterbau.
24040,Zur Reparierung des gänzlich eingefallenen Gotteshauses.
24116,Für eine neue Livree der ksl. Dienerschaft.
200552,Für ein Kleid.
24198,Erstes Transportgut nicht angegeben; wahrscheinlich Bier.
24215,"""tuech auf 2 Klaider"""
24216,Transport von Innsbruck aus.
161299,"Zuordnung der Person unsicher. Nachname evtl. ""Nischer""."
24899,Die Wagen wurden in Wien hergestellt.
24556,Der Passbrief zum Kauf von Hafer im Hl. Röm. Reich und bes. in Bayern umfasste insgesamt 1100 Mut.
24740,Quelle Vorname: Ludwüz
36303,Der Passbrief umfasste insgesamt 500 Karabiner und 500 Paar Pistolen.
24896,Familienname Quelle: Mäz.
24964,Zur Versetzung des Hochaltars.
36302,Der Passbrief umfasste insgesamt 4000 Stück Flinten aus Suhl in Sachsen für das ksl. Zeughaus in Wien.
110505,in Bouteillen
78590,Keine Menge angegeben.
94483,Nachname fehlt
25157,"Die Mautbefreiung bezieht sich auch auf das Zillen- und Rossgeld [""zihln: und rossgelt""]."
25210,Der Passbrief lautet auf 30 Zentner Seide und 5 Zentner Taffet und Samt für die neue Livree der Bediensteten des Kaiserhofs.
110670,"""Gottfried Hager in der Hofgasse in Linz"""
25333,Maut verrechnet wie zu Passau.
25366,Ziegel für das Gebäude des ksl. Salzamtes in Linz.
25378,Zuordnung der Ware unsicher. Alternative Zuordnung: Philipp Rosenauer.
25369,"Über Steyr und Regensburg nach Holland. Der Passbrief umfasste insgesamt 250 Lägel, wovon 43 bereits abgeführt wurden."
25370,Der Passbrief umfasste insgesamt 250 Prillen/Lägel.
25377,"""Salomon Rautniz Jud sambt 2 mit Consorten fährt v. Passau nach Linz"""
25380,Zum Bau der St. Josephs-Säule am Hohen Markt in Wien
25396,Gewicht der Häute: 317 Pfund.
98853,Lebensmittel zur Schifffahrtsnotdurft.
25698,"Nachname Quelle: ""Studtinger""."
25499,"""zum Muster""."
25657,Zum Klosterbau.
25697,"Nachname Quelle: ""Studtinger""."
25812,"Ware Quelle: ""Schmölz Ziegl"""
25888,Aus den Weingärten des Klosters zu Landshaag.
26049,"Nachname Quelle: ""Fohn""."
25926,Zur Auspflasterung Kirche.
25971,Empfänger: Hr. Gundian sel. Witwe
36230,Der Passbrief umfasste insgesamt 450 Mut Weizen von der ksl. Herrschaft Ungarisch Altenburg zur Versorgung beider ksl. Hauptbergwerksämter in Tirol.
45502,"Nachname Quelle: ""Weyman""."
45545,"Nachname Quelle: ""Kremayr""."
225986,"Nachname Quelle: ""Bernnvento""."
25985,Von Aschach nach Wien.
36224,In Engelszell hinterlassene Mobilien.
26100,"""v. hochstifft Passau aus werden (...) fürst Lamberg zu Steyr 12 tausent tachziegl uberschikht (...)""."
26160,Dienstgetreide und Zehentgetreide.
11943,"Einheit Quelle fälschlich ""Zentner""."
16238,Der Passbrief umfasste insgesamt 400 Karabiner und 450 Paar Pistolen.
26166,Zur Eindeckung des Salzamtes.
26210,Heuriges Getreide aus der Gegend um Schönering und Prambachkirchen.
110652,Zum Verkauf.
27191,Vom Hochstift Passau nach Niederösterreich.
27248,Lebensmittel zur Schifffahrtsnotdurft.
36222,Der Passbrief umfasste insgesamt 1000 Stück.
36175,Ksl. Gmundner Salz
227214,"Nachname Quelle: ""Arnninger"" [?]"
34189,Wein von der heurige Lese.
34392,Gebühr berechnet.
26476,Von Passau nach Niederösterreich.
26618,"Gewicht der Statue: 2,5 Zentner."
26626,Das Getreide stammt von der Herrschaft Helfenberg.
26636,"""zu unterschiedlichen mahln abgeführt"""
26663,Die Mobilien stammten aus Neuhaus.
209508,Transportgut ergänzt.
26712,Gebühr berechnet.
26726,Es handelte sich um die von Graf Sprinzenstein geerbten Hausmobilien.
26731,Geerbte Mobilien.
26842,Wert: 8 fl.
36059,Weitertransport von Regensburg nach Köln.
265212,"Nachname Quelle: ""Charcha""."
36051,An den Freihof des Klosters Raitenhaslach bei Krems.
36025,"Diese Waren wurde von Aschach nach Kirchdorf über den Landweg transportiert werden, daher war nur die Hälfte der Mautgebühr fällig."
26991,"Quelle: ""neue wein""."
209561,Mautgebühr berechnet. 
34203,Von der heurigen Ernte aus Niederösterreich.
34391,Gebühr berechnet.
36022,Der Passbrief umfasste insgesamt 900 Karabiner und 900 Paar Pistolen.
27067,Das Bier wird von Landshaag aus transportiert.
35985,4 Zentner Mark Silber
27075,Das Holz stammt aus den eigenen Waldungen des Klosters bei St. Peter.
27098,Für den Klosterbau.
35826,"Der Passbrief umfasste 450 Mut Weizen als ""immediates"" ksl. Gut: Von der ksl. Herrschaft Ungarisch Altenburg zur Versorgung der Bergleute beider ksl. Hauptbergwerksämter Tirol und Schwaz."
35793,Lesung Anzahl unklar
239229,Wein der heurigen Lese.
35711,"Der Passbrief umfasste 1000 Mark Silber, die der spanische Botschafter nach Wien bringen ließ."
240226,"Bezeichnung Quelle: ""Hochwürden""."
121516,Gebühr berechnet.
35452,Gebühr bezieht sich auf beide Waren.
35445,Gewicht: 61 Pfund.
35419,Von Rannariedl nach Linz.
35402,Maut wie zu Passau.
35531,"Transportgut Quelle: ""busen"""
